Make	Model	Buyer Gender	Buyer Age	Country	City	Dealer Latitude	Dealer Longitude	Color	New Car	Purchase Date	Sale Price	Discount	Resell Price	5-yr Depreciation	Top Speed	0-60 Time
Pontiac	Bonneville	Female	46	China	Jiucaigou	36.730406	101.196484	Fuscia	FALSE	1/1/2019	70005.13	0.1384	45368.77	0.19	244.7	14.1
Suzuki	XL-7	Male	43	Russia	Yoshkar-Ola	56.6332138	47.9021415	Red	TRUE	2/6/2007	25358.21	0.0335	44222.22	0.09	212.4	13.6
Ford	Mustang	Female	40	Samoa	Safotulafai	-13.67147	-172.17768	Puce	TRUE	25/03/2006	84397.49	0.4828	20428.33	0.18	160.8	8.7
Jaguar	XK	Male	74	Indonesia	Pasarbaru	-6.1671806	106.8340622	Goldenrod	TRUE	23/09/2016	68230.7	0.5636	33061.66	0.06	187.8	14.4
Infiniti	QX56	Female	21	Russia	Rybinsk	58.0312993	38.6043668	Violet	FALSE	5/1/2002	75948.7	0.2938	5868.38	0.09	132.2	6.2
GMC	Yukon XL 1500	Male	57	Palestinian Territory	Ban? Zayd	32.052539	35.125431	Blue	FALSE	22/07/2003	37655.07	0.385	22070.33	0.07	130.3	3.4
Honda	Prelude	Female	30	Brazil	Rubiataba	-15.1662376	-49.8052085	Red	TRUE	11/10/2018	44462.29	0.1872	13768.95	0.24	125.6	13.2
Pontiac	Vibe	Male	42	Poland	Sieroszewice	51.6325534	18.0075305	Maroon	FALSE	25/01/2010	25106.91	0.3888	8100	0.03	231.3	11.1
Pontiac	Gemini	Female	22	Greece	Tycheró	41.027698	26.2935333	Violet	FALSE	4/4/2016	19913.01	0.4998	43501.47	0.09	161	5.2
Kia	Sorento	Female	33	Honduras	Salamá	14.8288248	-86.5728785	Mauv	FALSE	10/2/2013	14455.3	0.1539	5572.5	0.16	204.9	6.3
Buick	Electra	Male	36	Vietnam	Phúc Yên	21.3325846	105.7233814	Puce	TRUE	16/09/2013	31363.35	0.1717	34185.12	0.05	242.2	3.4
Porsche	Cayman	Female	23	Russia	Chelbasskaya	45.9773921	39.3668159	Mauv	FALSE	11/4/2015	18874.23	0.6839	8867.06	0.18	226	5.7
Nissan	Titan	Male	26	Czech Republic	Smidary	50.2914556	15.4772549	Crimson	TRUE	20/11/2010	85766.18	0.1416	5615.77	0.14	243.6	7.7
Chevrolet	S10	Female	57	Indonesia	Dukuhtengah	-7.4099178	112.7539449	Crimson	FALSE	16/09/2017	12988.68	0.1555	38017.69	0.13	204.4	11.4
Chevrolet	Express 2500	Female	63	Poland	Mi?dzyzdroje	53.9283144	14.4504845	Red	FALSE	9/10/2010	65107.56	0.0236	45433.99	0.18	133.7	3.7
Cadillac	DeVille	Female	75	Indonesia	Tutul	-8.2831649	113.5103504	Maroon	TRUE	16/10/2015	77031.37	0.0286	46786.12	0.13	211.4	8
Daewoo	Nubira	Female	68	Greece	Melíti	40.83	21.581667	Violet	TRUE	4/12/2004	77215.14	0.1015	44910.74	0.25	125.9	12.6
Toyota	TundraMax	Male	54	Tunisia	Maj?z al B?b	36.6484118	9.6146499	Maroon	FALSE	4/5/2004	88640.92	0.2103	30882.23	0.04	179.3	9.4
Toyota	Tundra	Female	65	Czech Republic	Muka?ov	50.6471859	14.2963455	Teal	FALSE	17/11/2017	67238.33	0.1499	4896.34	0.09	235	3.4
Mercury	Cougar	Male	54	Azerbaijan	Bak?xanov	40.4249808	49.950331	Indigo	TRUE	2/2/2013	70842.3	0.1727	13509.11	0.07	242.6	6.8
Nissan	Frontier	Male	22	Russia	Mayskiy	45.1253665	42.0223291	Pink	TRUE	18/10/2004	60839.84	0.544	10159.85	0.14	207	10.8
Mitsubishi	Montero	Female	40	China	Luci	26.853097	109.386371	Violet	FALSE	25/06/2004	11972.16	0.065	38335.5	0.17	180.2	6.5
BMW	M3	Female	49	China	Meiyuan	31.27707	119.567195	Teal	TRUE	6/8/2012	88553.03	0.5457	31162.5	0.11	129.2	2.2
Mazda	B-Series	Male	51	Russia	Boguchar	49.9378835	40.5529044	Violet	TRUE	10/1/2015	25775.81	0.5665	29443.81	0.24	133.2	3.3
Pontiac	Montana	Male	55	Indonesia	Ciela Lebak	-7.2505074	107.7928499	Red	FALSE	4/12/2006	72349.74	0.0045	27697.4	0.18	214.5	10.6
Cadillac	DeVille	Female	57	China	Dahedian	33.65333	106.04972	Fuscia	FALSE	26/03/2002	33036.82	0.6854	49950.69	0.25	226.8	8.7
Pontiac	Trans Sport	Female	50	Mauritius	Mapou	-20.0722773	57.6184076	Red	TRUE	20/12/2006	51650.23	0.2797	49343.42	0.07	158	6.6
Mitsubishi	Mirage	Male	34	Colombia	Abejorral	5.7525387	-75.4810786	Mauv	TRUE	28/05/2018	64920.84	0.6505	42175.91	0.04	187.3	8.6
Chevrolet	Silverado 2500	Female	63	Brazil	Cambebba	-23.1427013	-44.1663455	Puce	TRUE	1/9/2005	52801.01	0.3937	17081.68	0.12	172.1	10.7
Pontiac	Firefly	Male	50	China	Huomachong	27.874777	110.241387	Yellow	TRUE	11/6/2002	55819.83	0.6371	30632.24	0.17	205.3	5.2
Pontiac	GTO	Female	59	Morocco	Mechrá Belqsiri	34.5739933	-5.9515399	Goldenrod	TRUE	2/7/2010	14857.5	0.1935	26471.03	0.16	210.4	9.2
Mitsubishi	Montero	Female	57	Vietnam	Yên Bái	21.6837923	104.4551361	Khaki	FALSE	16/04/2002	89107.64	0.0004	48078.97	0.18	222	12.2
Lotus	Exige	Male	35	China	Xinglong	40.417358	117.500558	Crimson	FALSE	27/06/2007	99486.84	0.6371	19482.34	0.04	162.6	12.2
Pontiac	LeMans	Female	54	Moldova	B?l?i	47.7437283	27.9542722	Mauv	TRUE	23/07/2010	33641.55	0.2005	7238.79	0.18	168.7	4.2
Plymouth	Breeze	Male	31	Indonesia	Oelui	-6.3007596	106.8329412	Purple	FALSE	12/11/2011	60840.89	0.1916	11746.6	0.11	190.3	9.4
Porsche	Cayenne	Male	33	Thailand	Kham Sakae Saeng	15.3745452	102.1861447	Blue	TRUE	2/11/2004	76293.45	0.5798	32513.02	0.03	154.7	11.7
Mazda	B-Series Plus	Female	34	Brazil	Alegre	-20.6869406	-41.4812771	Khaki	FALSE	20/12/2016	54226.8	0.4289	35750.61	0.04	238.2	13.7
Mitsubishi	Chariot	Female	75	Russia	Kuznechikha	56.2744592	44.0325148	Puce	FALSE	4/8/2020	79776.68	0.5707	30138.55	0.12	197.5	6
Chrysler	Sebring	Female	38	Japan	Rumoi	43.8832308	141.7351885	Indigo	FALSE	16/08/2007	18032.05	0.5952	2447.01	0.03	249.8	13.6
Nissan	Quest	Male	42	Philippines	Malibago	11.390993	124.884035	Mauv	TRUE	9/7/2018	59079.95	0.4669	25296.4	0.13	152.6	9.3
Lexus	IS F	Male	62	Croatia	Privlaka	45.1839187	18.8237103	Goldenrod	TRUE	8/5/2010	74000.23	0.5982	6739.75	0.15	226.2	7.1
Ford	F150	Male	28	Bangladesh	K?lia	23.0246287	89.6439924	Indigo	FALSE	11/3/2002	71596.79	0.0387	7292.85	0.05	234.9	13.9
Oldsmobile	88	Male	25	China	Fangshan	39.749144	116.143267	Aquamarine	TRUE	14/04/2005	96132.65	0.4259	37510.9	0.11	172.2	5.5
Ford	Explorer Sport Trac	Female	71	Germany	Saarbrücken	49.2088164	7.0075837	Red	FALSE	19/06/2013	93256.98	0.1134	34134.51	0.18	249.6	14.8
Ford	Taurus	Male	32	Thailand	Phra Khanong	13.6910654	100.614025	Goldenrod	TRUE	30/11/2010	21765.03	0.4865	2770.27	0.08	209.5	8.5
Mercedes-Benz	S-Class	Female	72	Saint Vincent and the Grenadines	Chateaubelair	13.2836618	-61.2466754	Mauv	TRUE	21/10/2004	63049.64	0.1352	5745.66	0.25	141.8	5.9
Volkswagen	Rabbit	Female	63	Poland	Wojnicz	49.9579835	20.8378422	Yellow	FALSE	15/06/2019	76442.69	0.22	40667.06	0.03	167.8	9.6
Lotus	Exige	Female	22	China	Zhouzai	21.3772424	110.2485736	Blue	FALSE	20/02/2002	76204.74	0.4382	39383.07	0.15	202.5	14.1
Toyota	Celica	Male	24	Indonesia	Gedongmulyo	-6.6845518	111.4365318	Teal	TRUE	28/11/2012	41788.08	0.1552	30440.51	0.07	219.7	3.3
Pontiac	Fiero	Female	57	Czech Republic	Volary	48.9088164	13.8865743	Orange	FALSE	2/3/2018	95447.89	0.605	11110.51	0.08	199	7.4
Mercedes-Benz	500E	Female	37	Azerbaijan	Quba	41.3643024	48.5260928	Blue	TRUE	5/10/2006	43553.83	0.3264	36445.39	0.02	165.6	9.3
Honda	Fit	Female	62	Belarus	Zaslawye	54.0006143	27.276841	Mauv	TRUE	3/1/2002	37324.95	0.6627	19043.09	0.17	244.5	13.9
Porsche	911	Female	63	France	Mulhouse	47.7489727	7.3507066	Yellow	TRUE	9/11/2015	18665.55	0.0848	6153.28	0.05	193.3	13.6
Dodge	Caravan	Female	31	Poland	Wysoka	53.180879	17.0835566	Teal	TRUE	25/10/2017	64324.14	0.4255	17162.99	0.04	131.9	4.5
Honda	Accord	Male	53	Thailand	Khlong Luang	14.0654264	100.6473542	Orange	FALSE	8/9/2012	14657.04	0.3629	32180.26	0.03	192.2	10.7
Mitsubishi	GTO	Female	39	Czech Republic	Ústí nad Labem	50.7070737	14.0050148	Goldenrod	TRUE	24/10/2004	43731.48	0.1305	7008.45	0.03	246.1	2.4
Kia	Sorento	Male	74	Bolivia	San Ignacio de Velasco	-16.3800324	-60.9656452	Teal	TRUE	15/08/2011	51276.27	0.5714	37523.47	0.08	234.2	4.9
Buick	Lucerne	Female	46	China	Peicheng	34.723382	116.940771	Yellow	TRUE	4/9/2020	98784.23	0.6329	39964.19	0.09	120.2	7.2
Suzuki	XL-7	Male	72	China	Shuiying	21.736011	108.34987	Fuscia	TRUE	22/01/2004	28167.12	0.0566	35521.19	0.2	156.9	13
Ford	Escape	Female	62	Slovenia	Trnovska Vas	46.5201168	15.8866431	Red	FALSE	8/6/2016	92456.99	0.0889	24380.15	0.07	137.7	3.6
Mazda	RX-7	Male	50	Morocco	Fifi	34.94873	-5.24798	Goldenrod	TRUE	2/6/2011	49980.83	0.6345	49616.54	0.17	192.6	2.7
Dodge	Ram 3500 Club	Male	43	Ecuador	Quito	-0.1806532	-78.4678382	Puce	FALSE	4/5/2012	10679.58	0.2963	5531.67	0.21	149.9	9.4
Nissan	Pathfinder Armada	Male	59	Syria	Al Khushn?yah	32.99941	35.81084	Orange	TRUE	20/12/2005	80735.52	0.4653	10750.15	0.2	134.3	6.2
Chrysler	Sebring	Male	42	Norway	Elverum	60.8818611	11.5610075	Mauv	TRUE	19/01/2019	58757.53	0.1233	31785.43	0.04	174.9	5.6
Nissan	300ZX	Male	28	Cuba	Cárdenas	23.0365513	-81.2133262	Mauv	TRUE	17/02/2020	47876.71	0.0623	10359.55	0.11	208.6	8.4
BMW	X5	Female	68	Sweden	Hörby	55.859897	13.6699417	Green	FALSE	4/10/2002	65784	0.079	10762.75	0.18	130.3	5.7
Maybach	Landaulet	Female	56	Greece	Kallithéa	37.955893	23.7020975	Yellow	TRUE	4/4/2014	98193.48	0.6245	12636.7	0.02	243.5	12.4
Toyota	Sequoia	Male	27	Peru	Tarata	-17.4776078	-70.0339387	Khaki	TRUE	30/11/2012	86393.8	0.6897	22767.48	0.05	235.1	7.5
Dodge	Grand Caravan	Female	28	Russia	Shirokaya Rechka	56.7980147	60.4890295	Turquoise	FALSE	12/10/2014	69168.82	0.162	2961.46	0.1	231.6	3.8
Geo	Prizm	Female	58	Peru	Huangascar	-12.899232	-75.8312432	Teal	FALSE	13/06/2013	63290.72	0.2166	33172.06	0.08	192.5	4
Dodge	D350	Male	70	Japan	?me	38.9013413	141.3981944	Aquamarine	FALSE	11/1/2014	29319.41	0.4034	19969.43	0.16	186	14.6
Mazda	MPV	Male	49	Malaysia	Ipoh	4.5087894	101.0372376	Crimson	FALSE	27/01/2020	11166.67	0.117	39526.29	0.13	229.9	10.6
Dodge	Ram Van B250	Male	33	Philippines	Tigpalay	7.4854917	122.3399664	Khaki	FALSE	24/03/2012	39426.45	0.6773	2832.6	0.05	120.4	10
Plymouth	Breeze	Female	55	Indonesia	Adiwerna	-6.9391309	109.1259181	Orange	FALSE	20/10/2014	77699.94	0.4973	31212.22	0.13	203.8	9.3
Volkswagen	Fox	Female	51	Philippines	Iraray	8.9698573	118.0429566	Turquoise	TRUE	31/03/2009	40171.8	0.5937	21498.74	0.1	195.5	6.3
Dodge	Ram	Female	61	China	Wudabao	27.603696	119.17189	Goldenrod	FALSE	11/7/2019	15254.36	0.2848	18932.64	0.07	217.1	3.3
BMW	X5	Female	21	Honduras	Concordia	14.6322366	-86.6736997	Mauv	FALSE	13/10/2011	53058.47	0.621	44312.95	0.13	215	6.5
Suzuki	SX4	Male	23	Philippines	Pangascasan	16.1091703	120.0885626	Violet	FALSE	6/3/2003	91781.21	0.3981	32227.96	0.11	189.5	10.4
Mazda	B-Series Plus	Female	54	Mozambique	Quelimane	-17.8502636	36.9218584	Aquamarine	TRUE	29/06/2014	70458.9	0.123	4289.95	0.02	155.5	12.3
Mitsubishi	Challenger	Female	59	France	Valence	44.9280296	4.8932938	Puce	TRUE	29/12/2002	18469.97	0.1067	11777.61	0.1	131.1	4.7
Mazda	Protege	Male	22	Armenia	Meghrashen	40.6690083	43.9553461	Yellow	TRUE	18/02/2013	45684.62	0.5425	14943.48	0.06	191.1	4
Hyundai	Azera	Male	28	France	Nantes	47.17532	-1.6901492	Mauv	TRUE	12/3/2018	58970.38	0.2403	39027.57	0.2	175.7	10.9
Audi	Quattro	Female	47	Montenegro	Šavnik	42.9577803	19.0943627	Teal	TRUE	25/06/2009	94483.6	0.2472	12715.62	0.03	172.6	7.8
Mitsubishi	Montero	Male	56	Poland	Kaniów	50.9872632	20.6630795	Fuscia	FALSE	28/12/2010	77209.89	0.0539	32955.85	0.02	179.3	11
Volvo	S40	Male	60	Uzbekistan	Quva	40.5257819	72.0705185	Fuscia	FALSE	18/07/2015	54164.57	0.3583	18150.34	0.18	135.3	11.9
Cadillac	CTS-V	Male	54	China	Changyi	36.858819	119.398525	Blue	FALSE	3/3/2004	21467.35	0.6938	10755.63	0.16	223.8	12.2
Infiniti	QX	Male	54	Portugal	Silgueiros	40.7143433	-8.0108755	Yellow	FALSE	10/6/2014	38321.1	0.2408	30665.36	0.05	183.3	6
Chevrolet	Silverado 1500	Female	27	Sudan	Rabak	13.1795278	32.7520139	Orange	TRUE	17/01/2005	14662.41	0.4277	18372.06	0.17	243.7	10.8
Chevrolet	Lumina	Female	35	Peru	Zapatero	-6.5337152	-76.4943827	Red	FALSE	10/8/2014	98129.21	0.6416	31200.9	0.21	191.6	11.4
GMC	Savana 1500	Male	22	Democratic Republic of the Congo	Bongandanga	1.5073967	21.0728664	Red	TRUE	3/6/2011	88952.19	0.1359	25298.55	0.22	221.4	3
Dodge	Grand Caravan	Male	51	Brazil	Vitória de Santo Antão	-8.1224204	-35.2888717	Mauv	TRUE	14/06/2016	43347.24	0.3614	46263.83	0.2	196.7	2.3
Suzuki	Forenza	Female	41	Croatia	Brijest	45.5206082	18.6747675	Green	TRUE	27/05/2003	89005.68	0.3595	46820.28	0.2	213.7	5.1
BMW	Z8	Male	31	Finland	Alavieska	64.1629791	24.3067885	Blue	TRUE	31/10/2007	83799.81	0.3836	22127.29	0.24	206.9	7.4
Ford	Bronco II	Male	64	Yemen	Az? Z?al?‘ah	15.01667	48.01667	Teal	FALSE	14/03/2014	69690.47	0.3239	5906.74	0.13	205.9	6.3
Dodge	Charger	Male	65	Indonesia	Angkahgede	-8.4635	115.0159	Turquoise	FALSE	8/6/2013	52715.48	0.4607	44814.44	0.06	121.3	7.1
Acura	CL	Male	41	Poland	Podd?bice	51.8803457	18.9033376	Turquoise	TRUE	6/6/2018	77963.78	0.6237	24977.56	0.18	185.5	12.3
Buick	Regal	Male	25	Lithuania	Jieznas	54.6	24.16667	Turquoise	FALSE	26/07/2007	91327.53	0.5219	4697.25	0.16	198.9	5.7
Lexus	ES	Male	54	Bangladesh	Jessore	23.1387718	89.2502399	Teal	TRUE	4/10/2019	59743.69	0.4515	8569.32	0.06	202.9	5.3
Chevrolet	Prizm	Male	60	Japan	Ibusuki	31.4616655	130.4835857	Mauv	FALSE	21/12/2006	42788.35	0.566	39192.1	0.16	185.4	3.1
Buick	Roadmaster	Male	58	Russia	Neftegorsk	52.803304	51.1735574	Crimson	TRUE	12/3/2018	72484.44	0.5565	26123.5	0.22	189.9	13.2
Mercedes-Benz	M-Class	Male	45	United States	Grand Rapids	43.0283952	-85.7564107	Pink	TRUE	29/04/2008	48349.03	0.124	5571.99	0.25	155.4	10
Hummer	H1	Male	56	Finland	Tuusniemi	62.7864915	28.5305764	Red	TRUE	21/07/2020	71269.9	0.1191	32298.75	0.22	141.9	9.5
Mazda	Mazda5	Male	21	Japan	Sukagawa	36.7534267	139.2308293	Pink	FALSE	28/03/2013	90285.77	0.2059	30555.15	0.19	129.7	13.2
Chevrolet	Malibu	Male	41	Indonesia	Pali	-2.982802	119.663002	Pink	TRUE	21/01/2016	84111.15	0.5084	35704.03	0.03	167.9	10.3
Pontiac	Grand Am	Male	62	Poland	Kampinos	52.2681666	20.4632209	Maroon	TRUE	1/5/2020	32783.36	0.0446	38927.97	0.11	153.5	12.1
Lexus	ES	Female	33	China	Fengshan	24.546876	107.04219	Puce	TRUE	23/06/2010	25116.52	0.4961	33724.21	0.1	183.2	2.9
Ford	Crown Victoria	Female	25	Czech Republic	Ostravice	49.5255788	18.3904377	Violet	FALSE	10/2/2016	14342.63	0.152	2053.52	0.17	126.1	10.4
Mazda	MX-5	Female	30	Japan	Obita	35.3209172	136.8367649	Yellow	TRUE	26/10/2002	60622	0.0626	2265.81	0.1	239.8	4.7
Chevrolet	Camaro	Female	63	China	Sancha	40.570338	116.554665	Maroon	TRUE	13/06/2017	15671.03	0.0566	26033.46	0.13	248.7	2.2
Toyota	Tercel	Male	42	Venezuela	Soledad	8.1707969	-63.5658573	Red	TRUE	19/05/2004	99217.85	0.1469	42425.01	0.13	127.5	6
Acura	Integra	Male	35	France	Marseille	43.7441795	2.511999	Pink	FALSE	26/08/2012	44098.29	0.5807	3221.68	0.11	246.1	2.2
Scion	xA	Male	73	China	Qiling	24.086165	115.451043	Crimson	FALSE	26/02/2004	64840.92	0.1429	13494.86	0.22	181.5	14
Dodge	Ram Van 1500	Male	44	China	Tushi	25.521039	112.309325	Goldenrod	TRUE	18/06/2007	79190.45	0.3602	25639.03	0.13	249.4	14.4
Nissan	Armada	Male	26	Poland	Oksa	50.7392866	20.1476897	Indigo	TRUE	28/10/2015	56802.64	0.4197	23295.6	0.21	223.6	2.5
Chrysler	300M	Female	36	Philippines	Bobonan	16.1391267	120.5244987	Crimson	TRUE	29/10/2010	30640.65	0.1241	11826.79	0.11	231.2	12.7
Saturn	Ion	Male	64	Indonesia	Parlilitan	2.394682	98.4403573	Indigo	TRUE	26/01/2005	20118.06	0.2891	15521.59	0.25	186.4	13
Ford	Thunderbird	Male	41	Portugal	Torrão	38.290338	-8.2274142	Red	TRUE	20/01/2010	20212.53	0.2274	38315.28	0.14	175.7	5.9
Mitsubishi	Diamante	Male	26	Colombia	Cerrito	6.839006	-72.696951	Crimson	FALSE	16/06/2017	30040.63	0.324	3782	0.2	239.9	13.3
Volkswagen	Type 2	Male	33	China	Xiyang	37.612712	113.707184	Violet	TRUE	28/05/2020	80455.34	0.4096	49012.12	0.02	131	7.3
Ford	Mustang	Female	31	Malaysia	Butterworth	5.4552197	100.4115631	Goldenrod	FALSE	28/11/2017	70960.89	0.2382	30094.64	0.03	208.4	4.6
Ford	LTD Crown Victoria	Male	37	Portugal	Lameiro	39.8575426	-8.9052093	Turquoise	FALSE	30/05/2018	43646.17	0.129	34984.02	0.19	208.5	7
Chevrolet	Express 1500	Male	54	Belarus	Lahoysk	54.2042169	27.8532022	Turquoise	TRUE	11/2/2019	23580.7	0.4595	27171.44	0.17	139.5	9.9
Toyota	FJ Cruiser	Female	23	France	Vénissieux	45.7164219	4.8750727	Khaki	TRUE	20/01/2017	14617.99	0.3553	28941.06	0.22	220.9	6.6
Kia	Sephia	Male	74	China	Quanxi	23.7247599	108.8076195	Orange	FALSE	17/08/2017	47624.58	0.421	32824.79	0.04	210.2	5
Jeep	Cherokee	Male	40	Pakistan	Bhop?lw?la	32.4487329	74.3988615	Puce	TRUE	23/11/2004	14311.06	0.0325	46723.55	0.04	196.5	13.9
Chevrolet	Corvette	Female	62	Cameroon	Fundong	6.2820276	10.2852532	Fuscia	TRUE	4/11/2011	21823.36	0.584	31072.19	0.09	147	10.4
Ford	Country	Male	64	Brazil	Juru	-7.4652278	-37.7662816	Goldenrod	TRUE	22/01/2002	40086.3	0.0688	8398.21	0.13	203.5	10
Ford	GT500	Male	51	Nigeria	Yuli	9.7031412	10.1941399	Crimson	FALSE	4/10/2016	89962.42	0.0907	25995.2	0.04	224.6	9.6
Nissan	Pathfinder	Female	73	Ukraine	Chervonoarmiys’k	50.4254568	30.5176371	Indigo	TRUE	16/02/2010	79396.08	0.2781	25804.14	0.14	198	7.9
Ford	Edge	Female	65	Russia	Suslonger	56.3153167	48.2506985	Violet	TRUE	17/04/2006	86579.08	0.4854	31856.66	0.17	179	4.6
BMW	3 Series	Female	42	Bolivia	Yumani	-16.5039502	-68.219452	Orange	TRUE	13/12/2011	89842.35	0.4219	38237.99	0.01	181.1	13.7
Mazda	929	Male	27	Ukraine	Luzhany	48.3627105	25.7753797	Turquoise	TRUE	17/01/2002	34381.72	0.2617	47224.41	0.07	147.9	13
Chevrolet	Beretta	Female	68	Finland	Länsi-Turunmaa	60.303444	22.300981	Blue	FALSE	18/05/2016	35643.76	0.5151	41113.32	0.1	129.6	3.7
Ford	Aerostar	Male	51	China	Gaoyi	37.615159	114.611433	Khaki	TRUE	28/06/2018	37162.82	0.4919	11151.55	0.15	133.1	2.5
Nissan	Altima	Female	52	Peru	Chapimarca	-13.97797	-73.063881	Turquoise	FALSE	22/12/2004	96644.07	0.12	12726.31	0.23	210	7.1
Pontiac	Firebird Trans Am	Male	72	Japan	Inuyama	36.8603732	137.4284822	Crimson	FALSE	27/09/2012	40142.34	0.2819	31259.04	0.03	157.1	10
Lincoln	Town Car	Male	47	Brazil	São João Nepomuceno	-21.5367935	-43.0129853	Red	TRUE	17/06/2016	56524.26	0.6247	43284.54	0.03	226.2	13.5
Nissan	Xterra	Female	75	Indonesia	Blawi	-7.0428104	112.4559679	Goldenrod	TRUE	23/11/2018	73382.92	0.5905	40163.31	0.03	230.5	3.6
BMW	5 Series	Male	37	Russia	Khanino	54.2107161	36.6157524	Goldenrod	TRUE	8/7/2011	25933.43	0.0896	31740.78	0.13	156.6	3.6
Volvo	V40	Male	30	Greece	Marathókampos	37.7272804	26.6892471	Violet	TRUE	26/04/2013	74250.19	0.3853	9001.95	0.17	123.1	3.5
Mercedes-Benz	E-Class	Female	73	Russia	Murom	55.5376879	42.0791342	Yellow	TRUE	27/05/2002	90262.17	0.5031	8851.47	0.22	161	3.5
Ford	Expedition	Male	70	Poland	Besko	49.5792067	21.9487589	Purple	FALSE	23/11/2007	31833.24	0.5817	30446.82	0.09	152.1	10.6
Cadillac	XLR-V	Male	48	South Sudan	Bentiu	9.231487	29.8005027	Maroon	TRUE	26/09/2007	43840.64	0.5672	44095.61	0.23	225.3	6.4
Audi	A6	Male	39	China	Mengdadazhuang	35.83339	102.6395	Yellow	TRUE	14/07/2011	26472.71	0.3391	25328.21	0.11	159.8	2.7
GMC	Rally Wagon G2500	Female	42	Brazil	Itupiranga	-5.0377529	-49.8547266	Turquoise	FALSE	7/5/2015	14671.64	0.1551	19642.07	0.22	171.6	8.9
Audi	R8	Male	22	Indonesia	Seren Barat	-7.6838962	109.9764822	Maroon	TRUE	8/2/2012	89392.39	0.2614	20741.75	0.05	234.9	2.3
Audi	A5	Male	47	Bosnia and Herzegovina	Gra?anica	44.7051702	18.3104025	Pink	FALSE	21/03/2019	60636.26	0.3952	16131.31	0.18	219.3	14
Lincoln	Navigator L	Female	30	Japan	Funabashi	37.9909201	140.1660258	Puce	TRUE	29/01/2013	25795.84	0.2042	9053.82	0.1	237.5	11.6
Suzuki	Swift	Female	71	Lithuania	Pasvalys	56.057734	24.4027094	Aquamarine	FALSE	6/5/2007	20562.26	0.5762	10661.06	0.05	247.7	11.2
Mitsubishi	Chariot	Male	41	Indonesia	Lhoknga	5.4653142	95.2579968	Turquoise	TRUE	26/12/2007	97521	0.068	13453.93	0.08	187.7	8.2
Audi	A6	Female	40	Poland	Po?ajewo	52.7989429	16.7343548	Turquoise	FALSE	15/04/2020	79269.52	0.364	20205.57	0.05	204.3	13.5
Chevrolet	Beretta	Female	41	Poland	Nied?wiada	49.9727767	21.5148018	Pink	FALSE	10/5/2019	19078.74	0.5429	49661.44	0.13	170.7	13.2
Suzuki	Daewoo Lacetti	Male	54	Indonesia	Pragen Selatan	-6.7888012	111.466342	Pink	TRUE	13/11/2008	38910.53	0.0463	45516.83	0.18	136.2	10.1
GMC	Yukon XL	Male	62	Sweden	Dalsjöfors	57.7230813	13.1033798	Indigo	TRUE	31/07/2005	53583.65	0.1205	22327.34	0.15	134.5	14.7
Chevrolet	Cavalier	Female	24	Finland	Outokumpu	63.8532929	23.0832748	Pink	FALSE	13/09/2004	73014.64	0.2691	28539.65	0.25	195.1	12.6
Mercedes-Benz	M-Class	Female	71	United States	Pittsburgh	40.44	-79.98	Green	FALSE	7/1/2010	65141.95	0.6658	8541.73	0.19	182	12.3
Oldsmobile	LSS	Female	42	Portugal	Oliveira do Conde	40.4369802	-7.9617993	Goldenrod	TRUE	30/09/2008	58916.83	0.4455	23667.9	0.14	229.2	7.3
Mazda	Miata MX-5	Female	32	Peru	Saño	-11.9595235	-75.258844	Green	FALSE	7/4/2012	27962.93	0.2607	34602.51	0.01	125.9	4
Jaguar	S-Type	Female	28	Slovenia	Piran	45.4698284	13.6405292	Khaki	TRUE	3/3/2005	94678.65	0.6041	2942.96	0.15	166.1	6.3
Porsche	911	Male	74	Philippines	Oton	14.5569016	121.0412323	Orange	FALSE	14/08/2018	42713.83	0.1176	18405.16	0.14	213.4	2.4
Hyundai	Santa Fe	Male	73	Poland	G?uchów	51.8123584	20.065421	Aquamarine	FALSE	30/12/2010	10713.36	0.2095	33410.11	0.14	180.8	8.9
Volvo	940	Female	39	Namibia	Karibib	-21.9366813	15.8613233	Pink	TRUE	31/07/2016	15412.42	0.2134	27995.73	0.2	185.5	8.4
Mitsubishi	Chariot	Female	40	Netherlands	Middelburg	51.5101547	3.5898423	Mauv	FALSE	1/4/2010	83177.71	0.5665	36983.82	0.03	205.2	14
Dodge	Dakota Club	Male	71	Netherlands	Dordrecht	51.7783026	4.693265	Puce	TRUE	27/11/2020	48914.96	0.6409	16324.48	0.06	197.2	7.3
Honda	Accord	Male	24	Laos	Thatèng	15.4281295	106.3802302	Goldenrod	FALSE	25/05/2009	60573.62	0.6121	18788.69	0.17	164.5	6.8
Mazda	B-Series	Male	25	China	Puqian	20.023731	110.580002	Orange	TRUE	8/7/2018	22817.73	0.1974	13990.09	0.08	158.4	7.6
Spyker	C8 Spyder Wide Body	Male	60	Kosovo	Mamuša	42.3273306	20.7226764	Turquoise	TRUE	18/06/2004	77751.13	0.6162	25183.34	0.16	166.6	12.2
Mitsubishi	RVR	Female	48	China	Xiguantun Muguzu Manzuxiang	42.57495	123.16525	Khaki	TRUE	30/03/2005	70334.23	0.4155	12616.83	0.04	199.1	10
GMC	Suburban 2500	Male	34	Russia	Svetlyy	54.7599431	20.1021063	Aquamarine	FALSE	27/10/2012	71775.05	0.3298	40309.8	0.17	171.8	8.1
